,FRAUD_DECILE,level_1,min,max,final_score
244,245,score_rf,5.687547383248578e-11,5.735559406147615e-11,0.755
245,246,score_rf,5.639693164937811e-11,5.687538633864769e-11,0.754
246,247,score_rf,5.592324296552113e-11,5.639686081307054e-11,0.753
247,248,score_rf,5.545799056934007e-11,5.5923225057010884e-11,0.752
248,249,score_rf,5.4994562509352733e-11,5.545798662678578e-11,0.751
249,250,score_rf,5.453170613578397e-11,5.499454640163328e-11,0.75
250,251,score_rf,5.407859452869552e-11,5.45316258880579e-11,0.749
251,252,score_rf,5.3635266004592865e-11,5.4078521563729676e-11,0.748
252,253,score_rf,5.319519420630125e-11,5.3635263176489686e-11,0.747
253,254,score_rf,5.2758763258561684e-11,5.319519399074518e-11,0.746
254,255,score_rf,5.232409248290707e-11,5.2758756542346345e-11,0.745
255,256,score_rf,5.189633064949658e-11,5.232407730563406e-11,0.744
256,257,score_rf,5.147889548546711e-11,5.18963175559435e-11,0.743
257,258,score_rf,5.1065180726151436e-11,5.147887863091652e-11,0.742
258,259,score_rf,5.0653347968452645e-11,5.106512858731328e-11,0.741
259,260,score_rf,5.024451827424161e-11,5.065333099981898e-11,0.74
260,261,score_rf,4.983333478266092e-11,5.024448801983896e-11,0.739
261,262,score_rf,4.943396427400591e-11,4.983331923394688e-11,0.738
262,263,score_rf,4.903960848024677e-11,4.943394340093002e-11,0.737
263,264,score_rf,4.8644734780936375e-11,4.903958388999305e-11,0.736
264,265,score_rf,4.8257313989819446e-11,4.8644728377443614e-11,0.735
265,266,score_rf,4.7872292884297405e-11,4.825730312185708e-11,0.734
266,267,score_rf,4.749105305841286e-11,4.787227477441239e-11,0.733
267,268,score_rf,4.711277848683815e-11,4.749104028873858e-11,0.732
268,269,score_rf,4.673775384259999e-11,4.711276912497428e-11,0.731
269,270,score_rf,4.6371210957841e-11,4.673773719399265e-11,0.73
270,271,score_rf,4.6007281697233755e-11,4.6371177111302274e-11,0.729
271,272,score_rf,4.5649031049262556e-11,4.60072679967526e-11,0.728
272,273,score_rf,4.529493307999455e-11,4.5649029719039556e-11,0.727
273,274,score_rf,4.4940699370206116e-11,4.529491642073194e-11,0.726
274,275,score_rf,4.45937326296195e-11,4.4940675296254915e-11,0.725
275,276,score_rf,4.425173342512706e-11,4.459371642173965e-11,0.724
276,277,score_rf,4.390761331394694e-11,4.4251725446260286e-11,0.723
277,278,score_rf,4.356662249463085e-11,4.3907611576307574e-11,0.722
278,279,score_rf,4.3231619247848385e-11,4.356662242618229e-11,0.721
279,280,score_rf,4.289825454368548e-11,4.3231593148335395e-11,0.72
280,281,score_rf,4.257105268791323e-11,4.289825355487527e-11,0.719
281,282,score_rf,4.22505394352455e-11,4.257096329800547e-11,0.718
282,283,score_rf,4.192944213543425e-11,4.2250535523448824e-11,0.7170000000000001
283,284,score_rf,4.161447290262094e-11,4.192943874916797e-11,0.716
284,285,score_rf,4.130003954573648e-11,4.1614448805730463e-11,0.7150000000000001
285,286,score_rf,4.098986331628669e-11,4.130002138297918e-11,0.714
286,287,score_rf,4.067945560522133e-11,4.0989854428686144e-11,0.7130000000000001
287,288,score_rf,4.0369300667634935e-11,4.0679435519979607e-11,0.712
288,289,score_rf,4.0064661049026366e-11,4.036923705266187e-11,0.7110000000000001
289,290,score_rf,3.976423139926642e-11,4.0064643172547905e-11,0.71
290,291,score_rf,3.946824699469485e-11,3.976421692527284e-11,0.7090000000000001
291,292,score_rf,3.9175026722077065e-11,3.946822683338628e-11,0.708
292,293,score_rf,3.8886402435794844e-11,3.917495011683284e-11,0.7070000000000001
293,294,score_rf,3.859862348252645e-11,3.888639570062245e-11,0.706
294,295,score_rf,3.831833695794619e-11,3.859862328947229e-11,0.7050000000000001
295,296,score_rf,3.803070219687175e-11,3.831831887209715e-11,0.704
296,297,score_rf,3.77515897515478e-11,3.803069306394532e-11,0.7030000000000001
297,298,score_rf,3.747754699733965e-11,3.7751566685516554e-11,0.702
298,299,score_rf,3.720142713178151e-11,3.747754675080268e-11,0.7010000000000001
299,300,score_rf,3.692834063847493e-11,3.720141894296553e-11,0.7
300,301,score_rf,3.6659724651112946e-11,3.69283078619728e-11,0.6990000000000001
301,302,score_rf,3.6394747197969605e-11,3.6659703197905316e-11,0.698
302,303,score_rf,3.613130927273787e-11,3.63947399896625e-11,0.6970000000000001
303,304,score_rf,3.586913376728641e-11,3.613129096333394e-11,0.696
304,305,score_rf,3.5610407323111284e-11,3.58691108271517e-11,0.6950000000000001
305,306,score_rf,3.5353950583224446e-11,3.56103955989663e-11,0.694
306,307,score_rf,3.510084826009809e-11,3.53539449685109e-11,0.6930000000000001
307,308,score_rf,3.485091005259962e-11,3.5100840311773085e-11,0.692
308,309,score_rf,3.460137209796456e-11,3.4850864375606485e-11,0.6910000000000001
309,310,score_rf,3.435482892147853e-11,3.4601346062725626e-11,0.69
310,311,score_rf,3.4109434612891845e-11,3.4354819058576284e-11,0.6890000000000001
311,312,score_rf,3.3867244428592455e-11,3.4109427235849534e-11,0.688
312,313,score_rf,3.362829429396668e-11,3.386724328597093e-11,0.687
313,314,score_rf,3.3390982049670986e-11,3.3628274427677596e-11,0.6859999999999999
314,315,score_rf,3.315479344634755e-11,3.339097086503226e-11,0.685
315,316,score_rf,3.2924409288041453e-11,3.3154785664273904e-11,0.6839999999999999
316,317,score_rf,3.2694399861477226e-11,3.292440777309779e-11,0.683
317,318,score_rf,3.2463565883591215e-11,3.269436736760695e-11,0.6819999999999999
318,319,score_rf,3.223335006839757e-11,3.246352756043682e-11,0.681
319,320,score_rf,3.200861381419462e-11,3.2233332614170676e-11,0.6799999999999999
320,321,score_rf,3.178579955102794e-11,3.2008604783634927e-11,0.679
321,322,score_rf,3.156556115653812e-11,3.178578963863292e-11,0.6779999999999999
322,323,score_rf,3.1345184283894686e-11,3.156555681489454e-11,0.677
323,324,score_rf,3.112605656940034e-11,3.13451780322148e-11,0.6759999999999999
324,325,score_rf,3.0912017662942584e-11,3.1126039929787225e-11,0.675
325,326,score_rf,3.0700754746570877e-11,3.091201563156008e-11,0.6739999999999999
326,327,score_rf,3.0487516556781096e-11,3.0700737589704484e-11,0.673
327,328,score_rf,3.027690415274475e-11,3.048749014264376e-11,0.6719999999999999
328,329,score_rf,3.0067264340409124e-11,3.02769024590235e-11,0.671
329,330,score_rf,2.986133651273269e-11,3.006723557262023e-11,0.6699999999999999
330,331,score_rf,2.9655122364535025e-11,2.9861304413773175e-11,0.669
331,332,score_rf,2.94508100394937e-11,2.965510335969698e-11,0.6679999999999999
332,333,score_rf,2.9250591944530737e-11,2.94507959757928e-11,0.667
333,334,score_rf,2.9051651060415617e-11,2.9250577145851186e-11,0.6659999999999999
334,335,score_rf,2.8854044676586428e-11,2.9051609372428103e-11,0.665
335,336,score_rf,2.8658389887670187e-11,2.88540438469708e-11,0.6639999999999999
336,337,score_rf,2.8465590456866124e-11,2.8658345184780115e-11,0.663
337,338,score_rf,2.827130376906066e-11,2.8465570439503928e-11,0.6619999999999999
338,339,score_rf,2.8080075158899356e-11,2.8271296999036585e-11,0.661
339,340,score_rf,2.7892161565207776e-11,2.80800113527515e-11,0.6599999999999999
340,341,score_rf,2.7703809552818006e-11,2.7892160936902938e-11,0.659
341,342,score_rf,2.751966771280255e-11,2.770379138188211e-11,0.6579999999999999
342,343,score_rf,2.7335813064488512e-11,2.7519637642285056e-11,0.657
343,344,score_rf,2.715214322857325e-11,2.7335800960895675e-11,0.656
344,345,score_rf,2.697297824425611e-11,2.715211925281909e-11,0.655
345,346,score_rf,2.678977821836245e-11,2.6972960358794196e-11,0.654
346,347,score_rf,2.66105706349439e-11,2.6789773808506736e-11,0.653
347,348,score_rf,2.6433232925243056e-11,2.661055765630083e-11,0.652
348,349,score_rf,2.625992742818128e-11,2.643323246116852e-11,0.651
349,350,score_rf,2.6086377788575528e-11,2.625991880984798e-11,0.65
350,351,score_rf,2.5914581290856167e-11,2.608636990191815e-11,0.649
351,352,score_rf,2.5744815924219788e-11,2.5914528517843356e-11,0.648
352,353,score_rf,2.557631276543249e-11,2.5744809394411245e-11,0.647
353,354,score_rf,2.5409303686605556e-11,2.5576295532607997e-11,0.646
354,355,score_rf,2.524287591383303e-11,2.5409301785793755e-11,0.645
355,356,score_rf,2.5077277217324882e-11,2.5242871078506608e-11,0.644
356,357,score_rf,2.491424783763314e-11,2.507726614593281e-11,0.643
357,358,score_rf,2.4751986825246917e-11,2.4914243644005613e-11,0.642
358,359,score_rf,2.459140708181117e-11,2.4751982131322227e-11,0.641
359,360,score_rf,2.443170286473625e-11,2.459139876259273e-11,0.64
360,361,score_rf,2.427133904621782e-11,2.4431701978660156e-11,0.639
361,362,score_rf,2.411325827950981e-11,2.427132818441559e-11,0.638
362,363,score_rf,2.3956392589388836e-11,2.4113254905204617e-11,0.637
363,364,score_rf,2.3801439249085468e-11,2.3956390480003087e-11,0.636
364,365,score_rf,2.3649189717204224e-11,2.3801436917715408e-11,0.635
365,366,score_rf,2.3496626887928938e-11,2.3649189623469658e-11,0.634
366,367,score_rf,2.334705864690835e-11,2.349662512887291e-11,0.633
367,368,score_rf,2.319755345812709e-11,2.334705625429067e-11,0.632
368,369,score_rf,2.3050685926852246e-11,2.319753912165347e-11,0.631
369,370,score_rf,2.2902504760579682e-11,2.3050660278896704e-11,0.63
370,371,score_rf,2.2756308445580378e-11,2.29025031284815e-11,0.629
371,372,score_rf,2.261198977885735e-11,2.2756306707564507e-11,0.628
372,373,score_rf,2.2467636537949706e-11,2.2611956437706823e-11,0.627
373,374,score_rf,2.2324628642182347e-11,2.2467607031415175e-11,0.626
374,375,score_rf,2.2183883962985756e-11,2.2324623299520946e-11,0.625
375,376,score_rf,2.2043666476267005e-11,2.218387781334416e-11,0.624
376,377,score_rf,2.1905014302023878e-11,2.204364591242914e-11,0.623
377,378,score_rf,2.1767657732733257e-11,2.190501116082051e-11,0.622
378,379,score_rf,2.163123004978467e-11,2.1767644083904448e-11,0.621
379,380,score_rf,2.14948321318971e-11,2.163122641554121e-11,0.62
380,381,score_rf,2.1362083208095628e-11,2.1494828982120543e-11,0.619
