payer_country_encoder,date,p10,p50,p90,mean
113,2023-05-01,66.09430477023125,79.71400272846222,141.86760452389717,79.68480782210827
113,2023-05-02,17.90080152451992,38.423501670360565,76.08847904205322,38.44967740774155
113,2023-05-03,69.16377401351929,69.68090073764324,145.72470822930336,69.58746722876094
113,2023-05-04,59.73983292281628,60.10078300535679,86.40891021490097,60.101003870368004
113,2023-05-05,81.070612475276,96.82802791893482,140.3555384874344,96.87066611647606
113,2023-05-06,130.56535425782204,182.0694266408682,285.0666172504425,182.15326729416847
113,2023-05-07,127.05149585008621,157.09689139574766,206.3069767355919,157.133488163352
113,2023-05-08,53.65909047424793,67.29513811320066,125.03916758298874,67.31644462049007
113,2023-05-09,48.82301530241966,49.11738130450249,89.44233238697052,49.08316098153591
113,2023-05-10,65.73324021697044,66.14287875592709,130.8897493481636,66.16827178001404
113,2023-05-11,52.271603524684906,52.668909564614296,106.36996525526047,52.64589320868254
113,2023-05-12,61.33361369371414,84.49323152005672,133.89502948522568,84.46536233276129
113,2023-05-13,121.71673808991909,154.04395566880703,217.16398739814758,153.99043621122837
113,2023-05-14,119.50092083215714,136.1176412254572,181.76616939902306,136.16221541166306
113,2023-05-15,72.36451989412308,97.68291401863098,160.31900548934937,97.68821260333061
113,2023-05-16,22.873392835259438,23.227885976433754,56.72385108470917,23.199170172214508
113,2023-05-17,63.74831773340702,64.00535256415606,125.05175593495369,64.04324747622013
113,2023-05-18,49.84876164793968,50.16593213379383,114.58892145752907,50.20970964431763
113,2023-05-19,53.40805086493492,63.033984541893005,98.4766651391983,62.96184965968132
113,2023-05-20,142.17241954803467,182.97209268808365,249.6561650633812,182.94598423689604
113,2023-05-21,143.62691225111485,236.6388493180275,335.46103209257126,236.68919493258
113,2023-05-22,72.06572270393372,90.8282043710351,181.16604447364807,90.81011611223221
113,2023-05-23,46.05671979486942,46.40162023156881,107.17140087485313,46.3799062743783
113,2023-05-24,63.20145683735609,69.91161131858826,114.70982789993286,69.943438783288
113,2023-05-25,27.272959396243095,27.631975814700127,87.88061058521271,27.613088503479958
113,2023-05-26,70.86666092276573,71.29561361670494,136.39162027835846,71.22486285865307
113,2023-05-27,129.46392738819122,168.55638071894646,252.47169783711433,168.5484481304884
113,2023-05-28,93.40705132484436,95.01993562281132,136.71948209404945,94.99559261649847
113,2023-05-29,81.79040184617043,107.91118122637272,180.12694483995438,107.87991291284561
113,2023-05-30,18.38632695376873,18.68471209704876,68.77786839008331,18.645580604672432
113,2023-05-31,64.24357315897942,64.54748740047216,139.5901848077774,64.48482395336032
113,2023-06-01,12.908149600028992,13.271037608385086,27.161067068576813,13.295496001839638
113,2023-06-02,41.0974243581295,41.58572672307491,98.8533331155777,41.584094777703285
113,2023-06-03,115.7429476082325,167.71667103469372,264.8027049303055,167.71158894896507
113,2023-06-04,109.15910811722279,155.090022534132,244.3827355504036,155.09517550468445
113,2023-06-05,75.5373603105545,86.75459845364094,138.97710222005844,86.70781525969505
113,2023-06-06,26.030439138412476,26.371846958994865,68.49825268983841,26.36953231692314
113,2023-06-07,79.16873779892921,79.57454054057598,142.8058574795723,79.57109351456165
113,2023-06-08,15.006580486893654,15.284475967288017,56.539888858795166,15.239590905606747
113,2023-06-09,67.69246566295624,94.19251999258995,136.30636364221573,94.24346560239792
113,2023-06-10,156.21819286048412,210.76375964283943,294.4068441092968,210.73985102772713
113,2023-06-11,78.01536687463522,97.32426457107067,158.06123113632202,97.30531187355518
113,2023-06-12,81.48971942067146,95.00797860324383,179.9615911245346,95.02082416415215
113,2023-06-13,15.961147457361221,16.45517997443676,72.57846558094025,16.426220931112766
113,2023-06-14,59.29704850912094,59.73578825592995,113.23131301999092,59.693862445652485
113,2023-06-15,17.750905752182007,18.056977301836014,87.13458687067032,18.05567316710949
113,2023-06-16,61.22543443739414,61.47623831033707,95.02609685063362,61.49538341164589
113,2023-06-17,117.64535816013813,155.47318900376558,231.90573540329933,155.46034333854914
113,2023-06-18,105.0530118048191,127.22041395306587,200.08693835139275,127.22934160381556
113,2023-06-19,58.77698481082916,63.54677666723728,129.53876489400864,63.531067565083504
113,2023-06-20,37.748941615223885,38.18459279835224,111.45644569396973,38.17390060424805
113,2023-06-21,48.43471872806549,48.72226679325104,162.75523978471756,48.76565131545067
113,2023-06-22,22.909937351942062,23.32986146211624,44.87853303551674,23.31093405932188
113,2023-06-23,60.616769298911095,86.95684123039246,172.7788051366806,86.99981826543808
113,2023-06-24,146.41902644187212,186.45560152828693,265.0773027539253,186.44323559105396
113,2023-06-25,99.44756641983986,120.17717027664185,215.03854697942734,120.16697649657726
113,2023-06-26,61.072287887334824,80.72839802503586,180.52001905441284,80.7165697813034
113,2023-06-27,23.514876157045364,23.894668832421303,65.48121640086174,23.855558946728706
113,2023-06-28,60.45618696510792,60.76212337613106,134.5901272892952,60.7504151314497
113,2023-06-29,14.386181235313416,14.743072234094143,71.09137690067291,14.746165543794632
113,2023-06-30,44.1622049510479,44.46181219816208,110.56181275844574,44.51016625761986
113,2023-07-01,111.03398001194,150.6114896312356,258.07524332404137,150.55734468996525
113,2023-07-02,70.02919632196426,105.25477271527052,177.74844986200333,105.29528360068798
113,2023-07-03,51.90242084860802,54.06752739101648,125.8250663280487,54.00098767876625
113,2023-07-04,27.9952644854784,32.21352607756853,94.60537102818489,32.21193331480026
113,2023-07-05,61.97056496143341,91.33473686128855,143.05274695158005,91.32830170542002
113,2023-07-06,-14.912680476903915,-13.383769303560257,44.87950664758682,-13.395130723714828
113,2023-07-07,50.73601530492306,69.96263995021582,117.52573585510254,69.97909799218178
113,2023-07-08,133.09588476270437,192.4060585051775,276.025238186121,192.43411128222942
113,2023-07-09,102.37632191181183,128.2232918292284,202.83451825380325,128.1747268885374
126,2023-04-01,3355.9066162109375,5308.320556640625,7366.932861328125,5222.169677734375
126,2023-04-02,1898.9192810058594,4129.174072265625,5783.23828125,4098.6834716796875
126,2023-04-03,4372.9066162109375,6863.660400390625,10560.20751953125,7197.448974609375
126,2023-04-04,1959.3496704101562,4607.278564453125,7314.013916015625,4577.583740234375
126,2023-04-05,2283.432228088379,4929.687255859375,7109.703125,4781.312255859375
126,2023-04-06,1962.5833206176758,3877.6640625,6129.103515625,4039.6236572265625
126,2023-04-07,3712.010498046875,6107.9169921875,8508.3818359375,6166.57958984375
126,2023-04-08,2458.4732971191406,4289.97314453125,7289.24853515625,4380.69140625
126,2023-04-09,1951.5435485839844,3596.7042846679688,5593.343994140625,3651.3414916992188
126,2023-04-10,3923.5731811523438,6649.78662109375,9833.6787109375,6688.6943359375
126,2023-04-11,2660.1995391845703,5425.727783203125,8049.14453125,5283.6724853515625
126,2023-04-12,2200.563461303711,4976.4794921875,7582.748291015625,5217.91064453125
126,2023-04-13,1934.431640625,3992.9820556640625,6433.921875,3891.58349609375
126,2023-04-14,2693.691146850586,5305.72900390625,7586.73681640625,5250.510986328125
126,2023-04-15,1945.915824174881,3975.2020263671875,6967.134033203125,4174.2333984375
126,2023-04-16,1807.6103820800781,3632.4039306640625,6219.045654296875,3798.3361206054688
126,2023-04-17,3087.3337440490723,6496.54541015625,9677.5556640625,6420.844970703125
126,2023-04-18,1401.7879638671875,4644.2186279296875,7454.677001953125,4612.1181640625
126,2023-04-19,1920.805564880371,4301.593505859375,7200.339599609375,4411.156005859375
126,2023-04-20,1171.7442016601562,3181.16552734375,5380.09521484375,3184.609375
126,2023-04-21,2253.314987182617,4684.1268310546875,7200.1689453125,4684.1356201171875
126,2023-04-22,1494.7282104492188,3606.439208984375,5822.0380859375,3596.400146484375
126,2023-04-23,1823.2705841064453,3485.0944213867188,6016.883544921875,3540.6376953125
126,2023-04-24,2073.4601440429688,5141.4283447265625,8293.677734375,5242.6278076171875
126,2023-04-25,2702.970504760742,4999.0753173828125,7958.792236328125,5388.2908935546875
126,2023-04-26,1698.4577026367188,4623.227294921875,7577.677978515625,4552.1898193359375
126,2023-04-27,1156.0326843261719,3353.4666748046875,6588.95849609375,3494.509765625
126,2023-04-28,2611.235206604004,4840.0638427734375,7687.511474609375,4543.4625244140625
126,2023-04-29,1590.5525512695312,3269.3179931640625,5442.74169921875,3405.1920166015625
126,2023-04-30,1571.34228515625,3414.6002807617188,5669.2119140625,3897.8671875
126,2023-05-01,2917.0981216430664,5696.5919189453125,8814.367431640625,5765.1226806640625
126,2023-05-02,2299.6425170898438,4588.232482910156,7040.78515625,4486.151123046875
126,2023-05-03,2089.7101039886475,4490.8226318359375,7427.052001953125,4428.8585205078125
126,2023-05-04,1861.7802658081055,3325.6729736328125,6403.277099609375,3664.2498779296875
126,2023-05-05,2285.617645263672,5362.4803466796875,9082.88330078125,5437.0799560546875
126,2023-05-06,1787.688865661621,3550.955078125,6022.4306640625,3287.7733764648438
126,2023-05-07,2075.0282592773438,3482.4984130859375,5987.9169921875,3801.93115234375
126,2023-05-08,2706.1862869262695,5612.4169921875,10157.60205078125,6083.22998046875
126,2023-05-09,2135.2923583984375,4443.876281738281,7451.656982421875,4641.07958984375
126,2023-05-10,2171.6377563476562,4830.9117431640625,7889.09375,4788.427978515625
126,2023-05-11,1678.2792663574219,3501.3934326171875,5968.188232421875,3731.0118408203125
126,2023-05-12,2484.648239135742,4622.0430908203125,8287.849365234375,4881.4200439453125
126,2023-05-13,1686.8084869384766,3191.618408203125,5999.207275390625,3530.411376953125
126,2023-05-14,2045.7792558670044,3438.6404418945312,5958.890869140625,3632.4813842773438
126,2023-05-15,2459.0852661132812,5669.32763671875,9718.53759765625,5587.8021240234375
126,2023-05-16,2461.261917114258,4179.509582519531,8113.955810546875,4581.086669921875
126,2023-05-17,2054.8753204345703,4134.9520263671875,7470.755859375,4028.8624267578125
126,2023-05-18,1533.0092163085938,2531.4081420898438,5162.065185546875,2951.171630859375
126,2023-05-19,2640.62589263916,4205.672546386719,7563.2998046875,4675.4036865234375
126,2023-05-20,1804.46875,2891.9171142578125,5631.23681640625,3112.2673950195312
126,2023-05-21,1887.9889831542969,2944.7288208007812,5686.2608642578125,3277.915283203125
126,2023-05-22,2697.689468383789,4562.5455322265625,9419.7666015625,4790.217956542969
126,2023-05-23,2363.828582763672,3963.8328857421875,6974.703125,4332.595397949219
126,2023-05-24,2050.73046875,3772.751708984375,8046.64501953125,4035.5570068359375
126,2023-05-25,1747.5330978035927,2567.7728881835938,5998.310791015625,3319.39404296875
126,2023-05-26,2810.0451238155365,4615.1309814453125,8257.909423828125,4989.3629150390625
126,2023-05-27,1939.1345155239105,3008.659454345703,6046.79931640625,3523.8064575195312
126,2023-05-28,2001.0252227783203,3145.1363067626953,5565.8563232421875,3486.6719970703125
126,2023-05-29,2692.677001953125,4783.073913574219,9000.17578125,5181.7159423828125
126,2023-05-30,2534.272750854492,3634.653076171875,6851.97607421875,4043.1776123046875
126,2023-05-31,2010.9707489013672,3475.0489807128906,6811.602783203125,3753.8946533203125
126,2023-06-01,1788.65380859375,2839.6783447265625,5260.645751953125,3075.251953125
126,2023-06-02,2628.4550399780273,4830.730407714844,8308.426025390625,5245.7047119140625
126,2023-06-03,1765.0896015167236,2850.8409423828125,5598.9248046875,3336.5397338867188
126,2023-06-04,2066.1180572509766,2968.8767852783203,4998.5694580078125,3216.9072265625
126,2023-06-05,2861.46866607666,4973.8905029296875,8568.215087890625,5173.68115234375
126,2023-06-06,2298.906768798828,4002.5581665039062,7351.0234375,4328.7872314453125
126,2023-06-07,1968.3270263671875,3209.0481872558594,6407.10107421875,3621.31103515625
126,2023-06-08,1618.511962890625,2638.980438232422,5183.0050048828125,2940.9304809570312
126,2023-06-09,2550.40087890625,4172.275543212891,7642.130126953125,4545.730529785156
126,2023-06-10,1629.8983764648438,2841.089241027832,5998.087646484375,3325.7739868164062
126,2023-06-11,2214.121234893799,3223.1575775146484,5812.9390869140625,3489.368682861328
126,2023-06-12,2921.95741468668,4633.037200927734,8776.864013671875,5346.153076171875
126,2023-06-13,2009.6412353515625,3774.1238708496094,7435.021484375,4238.678894042969
126,2023-06-14,2090.660228729248,3128.0784225463867,6146.518798828125,3506.6622009277344
126,2023-06-15,1874.7485733032227,2649.836471557617,5450.498046875,3245.221435546875
126,2023-06-16,2934.1324501037598,4266.746089935303,7604.101806640625,4708.647766113281
126,2023-06-17,1782.4197692871094,2794.544620513916,6257.929931640625,3316.0308227539062
126,2023-06-18,2119.8206939697266,3026.0469074249268,5394.94384765625,3278.9181518554688
126,2023-06-19,2899.526397705078,4421.998817443848,7621.32080078125,4865.729797363281
126,2023-06-20,2252.239501953125,3647.3803901672363,6749.9075927734375,4082.218780517578
126,2023-06-21,1646.499755859375,2773.238452911377,4789.681396484375,2913.733108520508
126,2023-06-22,1797.9727020263672,2571.5098419189453,4812.5594482421875,2683.942672729492
126,2023-06-23,2701.441840171814,3930.9169921875,7393.467529296875,4537.574157714844
126,2023-06-24,1926.8393983840942,2806.0447120666504,5393.763427734375,3287.0969848632812
126,2023-06-25,2177.7964267730713,3060.229254722595,4781.300842285156,3458.2975158691406
126,2023-06-26,2804.9654083251953,4368.8587074279785,7870.975830078125,4851.391296386719
126,2023-06-27,2502.1182861328125,3847.480899810791,6075.1142578125,4096.940216064453
126,2023-06-28,2184.1067504882812,3047.648540496826,5786.1217041015625,3408.284210205078
126,2023-06-29,1727.4567565917969,2554.875389099121,4473.626708984375,2647.584716796875
126,2023-06-30,2824.4301183223724,4065.9044876098633,7371.310302734375,4627.5948486328125
126,2023-07-01,1813.0581703186035,2564.5204277038574,5669.5423583984375,2975.6103515625
126,2023-07-02,2221.917504310608,3098.6449584960938,5488.919189453125,3594.2145385742188
126,2023-07-03,2828.2994079589844,4208.790370941162,8722.845458984375,4821.7315673828125
126,2023-07-04,2741.7988815307617,3870.3152809143066,6863.4417724609375,4125.369567871094
126,2023-07-05,2223.617139816284,3028.2801818847656,6714.643798828125,3537.0479125976562
126,2023-07-06,1718.1415176391602,2434.70565032959,4741.854736328125,2752.3298950195312
126,2023-07-07,2706.5428428649902,3969.26229095459,7022.2674560546875,4247.711334228516
126,2023-07-08,1752.729393005371,2547.6894607543945,4518.855163574219,2754.9857788085938
126,2023-07-09,2219.438070297241,2995.603298187256,5425.7490234375,3383.309051513672
104,2023-04-01,6.704619735479355,6.783203550614417,15.985065452754498,6.779318454675376
104,2023-04-02,3.49797585234046,3.536035729572177,5.0088841915130615,3.5283589949831367
104,2023-04-03,1.6462487913668156,1.6908495780080557,7.4538270235061646,1.698431072756648
104,2023-04-04,11.370744420215487,14.974001379683614,18.384133130311966,14.976384406909347
104,2023-04-05,3.097666321322322,3.147551257163286,7.032499335706234,3.148616623133421
104,2023-04-06,-4.425384249538183,-4.378694590181112,-2.1310546919703484,-4.388996854424477
104,2023-04-07,10.472241785377264,10.526506055146456,14.742696680128574,10.52282140031457
104,2023-04-08,13.154271541163325,14.6925896871835,21.42819992080331,14.689831402152777
104,2023-04-09,5.079252574592829,8.5391411986202,14.74376555532217,8.544730816036463
104,2023-04-10,7.733639290556312,7.775146904401481,13.921988613903522,7.772571465931833
104,2023-04-11,12.827817112207413,13.86243867687881,17.3116596005857,13.853202342055738
104,2023-04-12,4.965822566300631,5.01822853833437,11.712991207838058,5.02587042376399
104,2023-04-13,-1.0334349405020475,-0.997138001024723,1.7063444405794144,-0.9954855684190989
104,2023-04-14,13.124124933034182,15.326132694259286,20.808987259864807,15.325383927673101
104,2023-04-15,15.028539400547743,20.273801933974028,32.547393307089806,20.2808504588902
104,2023-04-16,11.113372361287475,11.15604518353939,18.013183772563934,11.152854420244694
104,2023-04-17,10.228357903659344,11.871367977932096,17.141112878918648,11.879870204254985
104,2023-04-18,13.943164490163326,17.372149480506778,24.575694654136896,17.361525140702724
104,2023-04-19,6.966403741389513,7.005062829703093,13.009656213223934,7.008604358881712
104,2023-04-20,3.306600034236908,3.3744145650416613,6.065458491444588,3.3653502836823463
104,2023-04-21,12.490666054189205,17.372427569702268,31.657376911491156,17.37464208714664
104,2023-04-22,13.897153293713927,16.76985463500023,21.42212227731943,16.774529272690415
104,2023-04-23,4.616718949750066,5.876679191365838,9.431479066610336,5.880390174686909
104,2023-04-24,7.51928498968482,7.561866035684943,13.41065477207303,7.570347564294934
104,2023-04-25,2.116286590695381,2.1593402847647667,8.57135708630085,2.155253724195063
104,2023-04-26,-1.9566301107406616,-1.9194747004657984,-0.7384401224553585,-1.9183251149952412
104,2023-04-27,-6.829274334013462,-6.794537716545165,-2.7430057674646378,-6.787914516404271
104,2023-04-28,8.403974868357182,8.455331025645137,17.730902638286352,8.453872812911868
104,2023-04-29,4.510984621942043,7.456208100542426,10.354848101735115,7.451504670083523
104,2023-04-30,-1.2885081879794598,-1.2289145737886429,-1.0725956186652184,-1.2403229288756847
104,2023-05-01,0.4186146706342697,0.46331782825291157,5.058959558606148,0.4660235121846199
104,2023-05-02,5.392203327268362,5.440980106592178,10.719714716076851,5.4392086351290345
104,2023-05-03,4.156362909823656,4.221944134682417,12.251700028777122,4.212620727717876
104,2023-05-04,1.5506186541169882,1.5891464445739985,1.6329664997756481,1.5898917820304632
104,2023-05-05,15.958218216896057,22.208017690107226,30.163197092711926,22.200706785544753
104,2023-05-06,16.020776740275323,21.02330306917429,33.436872500926256,21.019663928076625
104,2023-05-07,9.919634498655796,9.974851988255978,16.109588779509068,9.973076489754021
104,2023-05-08,4.283930845558643,4.326499275863171,14.530140563845634,4.328246600925922
104,2023-05-09,8.344314759597182,8.377601752057672,12.757259733974934,8.383984113112092
104,2023-05-10,2.58682744204998,2.6351940892636776,10.399931568652391,2.6339661423116922
104,2023-05-11,1.4864185377955437,1.531045813113451,5.752463553100824,1.5324298087507486
104,2023-05-12,13.77729114703834,18.197206880897284,29.02042268589139,18.178624505875632
104,2023-05-13,13.197906555607915,18.318867854774,27.025275632739067,18.343339033424854
104,2023-05-14,8.29036632925272,9.711834826535778,14.317714937031269,9.714407627470791
104,2023-05-15,8.305214580148458,12.64216835051775,26.608243107795715,12.65020545758307
104,2023-05-16,7.87065658159554,12.54335306584835,16.99315119534731,12.545285539701581
104,2023-05-17,6.7355507761240005,7.347417751327157,13.745470710098743,7.364811863750219
104,2023-05-18,1.264188252389431,1.31517668440938,11.83644338697195,1.3127283095382154
104,2023-05-19,13.399441037327051,17.96800583321601,27.886045884341,17.967261213809252
104,2023-05-20,16.09849413856864,21.056039955466986,28.823646504431963,21.054707827977836
104,2023-05-21,3.7751375883817673,10.630870692431927,25.07136769965291,10.624849162064493
104,2023-05-22,4.490893565118313,6.431047651916742,19.820365007966757,6.428537874482572
104,2023-05-23,9.506626272574067,10.890802083536983,21.914293229579926,10.894699761644006
104,2023-05-24,3.85287169739604,3.8947643944993615,9.827782928943634,3.9108871407806873
104,2023-05-25,-2.1957485638558865,-2.14055335521698,0.026490718126296997,-2.1441245516762137
104,2023-05-26,9.413055676966906,10.163033410906792,14.640255857259035,10.1642533428967
104,2023-05-27,9.444253537803888,9.504223989322782,19.305127158761024,9.505306107923388
104,2023-05-28,-0.02628660574555397,0.013172371312975883,2.7840604409575462,0.02257239818572998
104,2023-05-29,1.7199905253946781,1.7620641738176346,8.259950540959835,1.7595613170415163
104,2023-05-30,2.4530996158719063,2.5048704277724028,8.926656417548656,2.5052458737045527
104,2023-05-31,2.4946329463273287,2.535202234983444,2.798019614070654,2.547139011323452
104,2023-06-01,-1.1440693084150553,-1.098875878378749,-1.0413324609398842,-1.0881829485297203
104,2023-06-02,5.89857878908515,8.146258661523461,14.741313882172108,8.141694758553058
104,2023-06-03,11.858911015093327,15.447773668915033,29.83574801683426,15.448846720159054
104,2023-06-04,3.917667843401432,3.9659255389124155,12.446446284651756,3.9702055137604475
104,2023-06-05,7.010569522157311,7.04910306353122,13.078939840197563,7.057604448869824
104,2023-06-06,8.97923394665122,11.354558484628797,17.591877903789282,11.34458457864821
104,2023-06-07,8.687180675566196,8.927356973290443,14.302106983959675,8.9284554310143
104,2023-06-08,-1.6597782708704472,-1.6204630816355348,4.048183426260948,-1.6244331654161215
104,2023-06-09,15.60129889845848,27.036708706989884,38.44592699408531,27.04209649004042
104,2023-06-10,13.646870497614145,17.447287653572857,31.968257397413254,17.445094918832183
104,2023-06-11,2.9078623857349157,2.9508907068520784,8.833105057477951,2.9443873520940542
104,2023-06-12,7.683235969394445,10.120738690719008,26.144816271960735,10.11936380714178
104,2023-06-13,9.226742271333933,10.385431472212076,21.780694659799337,10.386152483522892
104,2023-06-14,7.123832881450653,7.986522422172129,16.737681441009045,7.996302867308259
104,2023-06-15,3.286326945759356,3.316420522518456,18.446323435753584,3.315980574116111
104,2023-06-16,13.989597734063864,18.01500810496509,33.038696344941854,18.017877528443933
104,2023-06-17,13.423638943582773,16.659842666238546,21.823364548385143,16.665671322494745
104,2023-06-18,8.51523171365261,11.315399617888033,27.352706629782915,11.311062308959663
104,2023-06-19,7.497816549614072,9.19246581941843,19.241707745939493,9.19288525544107
104,2023-06-20,11.409961825236678,13.48067394644022,28.439920723438263,13.483334029093385
104,2023-06-21,7.316024117171764,8.291950782062486,23.280183028429747,8.288715520495316
104,2023-06-22,2.02964423969388,2.07811142411083,4.535600811243057,2.0807277522981167
104,2023-06-23,11.581373449414968,18.309189518913627,28.018214620649815,18.30456415237859
104,2023-06-24,12.113341424614191,12.151117058470845,21.671807020902634,12.205702111124992
104,2023-06-25,0.7480798736214638,0.8149727191776037,4.903269939124584,0.8138962062075734
104,2023-06-26,2.0681135803461075,2.1228094808757305,13.356824558228254,2.117771143093705
104,2023-06-27,2.4844346567988396,2.5339371245354414,3.987926386296749,2.5266405679285526
104,2023-06-28,0.6520644668489695,0.6954530756920576,2.6255907714366913,0.7075769640505314
104,2023-06-29,-1.7112150210887194,-1.6657011210918427,3.6674725338816643,-1.6698261769488454
104,2023-06-30,7.401953341439366,8.20301351416856,16.469225727021694,8.208148764446378
104,2023-07-01,9.382464934140444,13.781705072149634,30.453815899789333,13.779056506231427
104,2023-07-02,2.0241278260946274,4.504371443763375,10.248273499310017,4.507868917658925
104,2023-07-03,6.342775088734925,6.371187806129456,14.29379204660654,6.379257585853338
104,2023-07-04,9.437351847067475,9.475646808743477,18.02123110368848,9.47730321623385
104,2023-07-05,5.362075703218579,11.254345380701125,12.083099618554115,11.263404715806246
104,2023-07-06,-1.4388029500842094,-1.3839920964092016,-0.07251081988215446,-1.3846693988889456
104,2023-07-07,13.227706791833043,26.138576799072325,40.70779363065958,26.149821139872074
104,2023-07-08,11.12930453196168,15.71298935264349,24.976695604622364,15.711010415107012
104,2023-07-09,2.629917213693261,2.670013587921858,8.504356011748314,2.6710588950663805
120,2023-04-01,29506.482421875,41281.58984375,52184.56640625,40866.072265625
120,2023-04-02,17850.8505859375,22371.8271484375,29207.9912109375,23476.2880859375
120,2023-04-03,23838.52734375,35684.666015625,46907.044921875,35760.41015625
120,2023-04-04,20776.4287109375,28319.146484375,37707.767578125,27888.7353515625
120,2023-04-05,20626.5478515625,26793.25390625,34241.984375,26809.6396484375
120,2023-04-06,18669.15771484375,25641.544921875,31829.7724609375,24667.90234375
120,2023-04-07,28593.8310546875,41895.595703125,52716.52734375,42125.77734375
120,2023-04-08,27795.1982421875,39428.6015625,53650.48046875,40099.908203125
120,2023-04-09,16286.10205078125,22739.83984375,31317.8935546875,23009.9951171875
120,2023-04-10,23964.3037109375,34589.7109375,47380.759765625,36121.16796875
120,2023-04-11,20908.3193359375,28649.31640625,38310.021484375,28905.236328125
120,2023-04-12,18498.40380859375,26668.53515625,35365.47265625,26768.4873046875
120,2023-04-13,16987.28857421875,26322.6416015625,32723.556640625,26036.748046875
120,2023-04-14,24970.7255859375,40682.826171875,50963.41015625,40254.8359375
120,2023-04-15,26869.630859375,39417.302734375,50988.34375,39286.142578125
120,2023-04-16,12029.2275390625,22052.2509765625,31483.931640625,21252.666015625
120,2023-04-17,22290.0380859375,33709.490234375,45591.923828125,33348.521484375
120,2023-04-18,18059.7568359375,26518.05078125,37118.73828125,26875.7080078125
120,2023-04-19,16545.978515625,26601.9287109375,36847.412109375,26935.6357421875
120,2023-04-20,18177.8291015625,25742.1328125,32933.4287109375,25724.2158203125
120,2023-04-21,24982.283203125,40216.404296875,51405.748046875,38648.8671875
120,2023-04-22,25823.017578125,37914.3359375,50102.732421875,38208.91015625
120,2023-04-23,13429.437255859375,22442.9521484375,32145.9501953125,22099.7529296875
120,2023-04-24,19564.78662109375,31827.8271484375,46133.462890625,31882.45703125
120,2023-04-25,18933.62548828125,26993.3701171875,37076.810546875,26655.2421875
120,2023-04-26,15055.42333984375,26304.5263671875,36842.767578125,25842.3447265625
120,2023-04-27,13249.995849609375,25462.5869140625,34110.18359375,24475.708984375
120,2023-04-28,24442.2470703125,40172.494140625,50857.310546875,40047.90625
120,2023-04-29,25459.14453125,37694.470703125,49548.037109375,37435.59375
120,2023-04-30,13756.53076171875,22575.833984375,32825.001953125,23551.3408203125
120,2023-05-01,20888.2841796875,32533.1220703125,43125.400390625,33581.267578125
120,2023-05-02,15122.450927734375,28395.169921875,41558.970703125,28067.2216796875
120,2023-05-03,14297.283203125,25621.6435546875,35593.64453125,24837.22265625
120,2023-05-04,15370.3076171875,25198.2822265625,37368.0703125,26040.09375
120,2023-05-05,21729.38330078125,40208.08203125,53845.4296875,40146.69921875
120,2023-05-06,26890.8349609375,37922.55078125,53454.189453125,39420.4375
120,2023-05-07,14283.11767578125,23533.4130859375,36539.91796875,24221.673828125
120,2023-05-08,21000.443359375,32697.2646484375,47717.0234375,33934.7763671875
120,2023-05-09,15369.55517578125,29517.0361328125,40031.658203125,28635.669921875
120,2023-05-10,15271.4384765625,25772.599609375,39348.806640625,26480.1943359375
120,2023-05-11,14211.05126953125,25589.3251953125,36952.896484375,25508.7666015625
120,2023-05-12,24093.5810546875,39462.234375,52415.609375,39182.87109375
120,2023-05-13,21960.0537109375,38740.736328125,55763.53125,37507.3515625
120,2023-05-14,10676.678588867188,21579.21875,33040.482421875,21384.13623046875
120,2023-05-15,20717.4501953125,32003.2236328125,49684.19140625,32961.791015625
120,2023-05-16,16472.77978515625,27439.4150390625,43756.740234375,28963.287109375
120,2023-05-17,15829.421875,24806.078125,35492.5634765625,25480.7197265625
120,2023-05-18,14831.75341796875,25509.7822265625,36583.42578125,25019.4775390625
120,2023-05-19,22758.15966796875,39034.28515625,52043.0390625,39391.46484375
120,2023-05-20,19930.26220703125,36807.994140625,51422.779296875,35797.708984375
120,2023-05-21,13331.625,22098.5947265625,36399.59375,24279.33984375
120,2023-05-22,20519.15673828125,32100.0947265625,46615.416015625,32696.5888671875
120,2023-05-23,15566.66064453125,27390.9345703125,38649.34765625,27669.919921875
120,2023-05-24,14836.77880859375,24607.7802734375,34556.08203125,24998.1201171875
120,2023-05-25,14368.79638671875,24898.4287109375,35596.03515625,24525.9208984375
120,2023-05-26,21939.3515625,40124.01953125,55072.638671875,37385.4873046875
120,2023-05-27,22437.9501953125,38196.720703125,52024.884765625,38180.8359375
120,2023-05-28,12663.948486328125,23421.845703125,36182.484375,23443.697265625
120,2023-05-29,14925.694580078125,32280.462890625,44632.302734375,30988.787109375
120,2023-05-30,15316.966552734375,26763.1953125,39858.390625,28363.380859375
120,2023-05-31,13033.9873046875,25313.2734375,35663.3203125,24065.556640625
120,2023-06-01,13955.34423828125,25211.068359375,36368.583984375,25386.3447265625
120,2023-06-02,19941.515625,39419.10546875,55698.08984375,37969.6591796875
120,2023-06-03,19818.712890625,39234.283203125,55382.001953125,37885.53515625
120,2023-06-04,11058.810424804688,21985.7939453125,34794.548828125,23339.8603515625
120,2023-06-05,17268.6142578125,33946.21484375,49093.158203125,32866.498046875
120,2023-06-06,12831.054809570312,26945.7763671875,39927.416015625,26648.4384765625
120,2023-06-07,9887.297576904297,24648.498046875,36209.935546875,23971.3515625
120,2023-06-08,10864.408874511719,25074.2158203125,36186.515625,23186.3271484375
